plot_number_T,plot_name,sr,latitude,longitude,cushion_num,cushion_01,alt_a,T_VELOCITY,AET,bio1,bio2,bio4,bio5,bio6,bio11,bio12,bio13,bio14,bio15,bio19,cfvo_15_mean,region,temperature_lgm,temperature_change,precipitation_lgm,precipitation_change
425,YZYF27,11,31.333054,85.152161,1,1,4863,0.921874642,201,-1.529166698,14.99166679,803.3720093,15.5,-20.5,-11.35000038,122,19,3,45.79571915,28,22,TP,-81.5,79.9708333,184.5,62.5
426,YZYF28,10,31.856946,84.955698,1,1,4880,1.02633667,194,-1.9375,14.70833302,823.6066284,15.69999981,-20.70000076,-11.86666679,106,21,2,58.1504364,17,27,TP,-89.5,87.5625,172,66
427,YZYF29,13,31.991752,85.007524,1,1,4645,1.733968616,187,0.208333433,15.38333321,833.8433228,18.29999924,-19.10000038,-9.866666794,104,20,2,56.0278511,17,24,TP,-73.5,73.70833343,171.5,67.5
428,YZYF30,14,31.991654,85.007243,4,1,4656,1.733968616,188,-0.104166701,15.35833359,835.772522,18,-19.39999962,-10.19999981,104,20,2,56.0278511,17,25,TP,-73.5,73.3958333,171.5,67.5
429,YZYF31,4,32.02,85.46,0,0,4815,1.034212708,185,-1.541666627,15.13333321,856.5385742,16.60000038,-21.20000076,-11.94999981,112,23,2,63.97130585,14,23,TP,-86.5,84.95833337,164.5,52.5
430,YZYF32,11,32.020019,85.460819,2,1,4815,1.034212708,185,-1.541666627,15.13333321,856.5385742,16.60000038,-21.20000076,-11.94999981,112,23,2,63.97130585,14,23,TP,-86.5,84.95833337,164.5,52.5
431,YZYF33,10,31.861072,86.118189,2,1,4761,1.416643023,188,-0.966666758,14.44999981,825.4016724,16.29999924,-19.70000076,-11.01666641,143,28,3,62.84883881,17,25,TP,-77.5,76.53333324,179,36
432,YZYF34,11,31.983819,87.806584,0,0,4610,1.576256275,225,0.495833367,13.375,852.9959717,17.70000076,-18.20000076,-10.01666641,273,62,3,92.04030609,11,28,TP,-73,73.49583337,215.5,-57.5
433,YZYF35,14,33.010105,88.333038,2,1,5147,1.824999094,207,-3.975000143,13.63333321,848.8803101,13.19999981,-22.70000076,-14.35000038,265,69,1,108.4285431,5,27,TP,-117,113.0249999,172,-93
434,YZYF36,20,32.948068,88.876473,4,1,4924,2.341685534,222,-2.825000048,13.48333359,889.0584717,14.60000038,-22.20000076,-13.8166666,309,80,2,108.3482056,7,24,TP,-105.5,102.675,188,-121
435,YZYF37,16,32.258194,89.110029,1,1,4735,2.785097122,244,-0.958333373,13.5666666,854.3493652,15.89999962,-20.10000038,-11.5666666,360,91,2,108.7071075,7,27,TP,-90.5,89.54166663,220,-140
436,YZYF38,15,31.245394,90.072385,0,0,5365,1.970469952,251,-4.425000191,13.01666641,778.4819336,11,-22.89999962,-14.08333302,400,111,2,118.3134155,6,24,TP,-102.5,98.07499981,230.5,-169.5
437,YZYF39,13,31.376813,90.150184,3,1,4707,1.600425363,275,-0.866666675,13.0666666,807.2042847,15,-19.39999962,-11,424,114,2,118.202095,6,23,TP,-88.5,87.63333333,248.5,-175.5
438,YZYF40,18,32.862853,91.927947,1,1,5311,1.707140684,306,-7.545833588,11.79166698,867.618103,9.100000381,-26.20000076,-18.16666794,449,121,3,113.5747604,12,33,TP,-139,131.4541664,240,-209
439,YZYF41,22,32.862,91.927,2,1,5310,1.707140684,306,-7.545833588,11.79166698,867.618103,9.100000381,-26.20000076,-18.16666794,449,121,3,113.5747604,12,33,TP,-139,131.4541664,240,-209
440,YZYF42,16,31.665021,91.870608,2,1,4653,4.02088356,346,-1.895833135,14.10833263,813.6881714,14.10000038,-21.79999924,-12.13333321,428,108,3,111.7566833,9,20,TP,-90,88.10416687,303.5,-124.5
441,YZYF43,13,31.02755,92.5483,0,0,4988,1.288336992,336,-4.054166794,12.89166641,776.9592896,11.60000038,-22.79999924,-13.6833334,547,125,5,101.0063324,18,41,TP,-99.5,95.44583321,286.5,-260.5
442,YZYF44,4,30.754474,93.074784,0,0,5177,1.347082257,340,-4.529166698,12.89166641,740.1273193,10.19999981,-22.89999962,-13.69999981,632,139,6,95.81117249,23,47,HDM,-97,92.4708333,290,-342
443,YZYF45,7,30.755448,93.07673,0,0,5168,1.347082257,340,-4.391666889,12.91666698,741.1104126,10.39999962,-22.79999924,-13.58333302,634,139,6,95.6441803,23,48,HDM,-97,92.60833311,290,-344
444,NiuYang001,12,28.1907,100.7881,0,0,4300,0.665657878,600,1.895833373,10.92500019,559.104248,12.69999981,-13.19999981,-5.266666412,777,160,5,85.80605316,21,30,HDM,-4,5.895833373,724.5,-52.5
445,NiuYang002,9,28.044464,100.766642,0,0,3972,0.665657878,651,4.433333397,11.0666666,537.9689941,15,-10.5,-2.5,776,160,5,83.80373383,25,29,HDM,18.5,-14.0666666,730,-46
446,NiuYang003,11,28.044356,100.766328,0,0,3961,0.665657878,651,4.433333397,11.0666666,537.9689941,15,-10.5,-2.5,776,160,5,83.80373383,25,29,HDM,18.5,-14.0666666,730,-46
447,NiuYang004,23,28.044431,100.766483,0,0,3964,0.665657878,651,4.433333397,11.0666666,537.9689941,15,-10.5,-2.5,776,160,5,83.80373383,25,29,HDM,18.5,-14.0666666,730,-46
448,MaXG01,12,27.055697,100.197028,0,0,3833,0.450746149,657,4.662499905,10.92500019,503.2761841,14.5,-9.699999809,-1.799999952,812,148,10,68.38695526,49,27,HDM,-1,5.662499905,860,48
449,MaXG02,10,27.056722,100.198164,0,0,3864,0.450746149,657,4.662499905,10.92500019,503.2761841,14.5,-9.699999809,-1.799999952,812,148,10,68.38695526,49,27,HDM,-1,5.662499905,860,48
450,MaXG03,3,26.157747,102.927656,0,0,3990,0.331023008,635,4.104166508,11.27499962,440.2244263,13,-9.600000381,-1.716666698,1045,203,6,84.98680878,33,34,HDM,12.5,-8.395833492,1097,52
451,MaXG04,17,26.156697,102.926675,1,1,4006,0.331023008,635,4.104166508,11.27499962,440.2244263,13,-9.600000381,-1.716666698,1045,203,6,84.98680878,33,34,HDM,12.5,-8.395833492,1097,52
452,MaXG05,17,26.160589,102.934658,0,0,3982,0.331023008,635,4.129166603,11.27499962,444.4887695,13,-9.600000381,-1.76666677,1026,199,6,85.34651184,31,33,HDM,12.5,-8.370833397,1097,71
453,DengT038,18,29.8025,92.3143,4,1,5180,1.095289111,261,-3.466666698,12.8166666,688.8604736,10.30000019,-21.39999962,-11.89999962,425,103,4,103.4601974,13,25,TP,-75,71.5333333,215,-210
454,DengT062,9,31.29861,96.7675,0,0,4730,0.566735387,455,-2.195833445,12.4416666,707.2689209,12.19999981,-19.5,-10.96666718,616,137,5,93.37082672,20,23,HDM,-60.5,58.30416656,351,-265
